"Node 1","Node 2","OHL Length (km)","Cable Length (km)","Circuit Type","R (% on 100 MVA)","X (% on 100 MVA)","B (% on 100 MVA)","Winter Rating (MVA)","Autumn Rating (MVA)","Summer Rating (MVA)","Spring Rating (MVA)"
FOUR20,HARK21,59.843,0.24,COMPOSITE,0.352,2.453,18.97,855,795,700,795
FROD2A,FROD40,0,0,TRANSFORMER,0.018,1.579,3.44,1000,1000,1000,1000
FROD2B,FROD40,0,0,TRANSFORMER,0.014,1.682,-0.46,1000,1000,1000,1000
FROD40,ROCK40,1.1,0,OHL,0.002,0.02,0.674,1100,1100,1100,1100
GRAI41,GRAI42,0,0,REACTOR,0,1,0,2000,2000,2000,2000
GRAI41,KEMS40,7.994,1.93,COMPOSITE,0.01,0.139,64.4,2824,2824,2285,2285
GRAI41,KINO41,11.514,0.543,COMPOSITE,0.013,0.195,25.755,2230,1800,1800,2230
GRAI42,KEMS40,7.791,1.93,COMPOSITE,0.009,0.135,64.26,2824,2824,2285,2285
GRAI42,MEDW40,0,0,"GEN CONN",0.005,0.049,1.44,1710,1710,1710,1710
GRAI42,TILB4B,27.064,2.063,COMPOSITE,0.03,0.471,58.384,2000,1950,1950,2000
GREN40,STAY42,102.395,0,OHL,0.178,1.905,62.696,2010,1910,1750,1910
GREN40,SUND41,39.767,0,OHL,0.069,0.74,24.349,2010,1910,1750,1910
GREN40,SUND42,39.965,0,OHL,0.07,0.743,24.471,2010,1910,1750,1910
GREN40,WBUR42,136.293,0,OHL,0.231,2.517,84.032,2010,1910,1750,1910
GRIW40,KEAD42,48.527,0,OHL,0.053,0.826,32.27,2860,2720,2490,2720
GRIW40,SHBA40,11.765,0,OHL,0.012,0.202,7.792,2860,2720,2490,2720
GRST21,LACK2A,1,0.15,COMPOSITE,0.005,0.044,1.877,1130,1000,1000,1120
GRST21,LACK2B,1,0.15,COMPOSITE,0.005,0.044,1.877,1130,1000,1000,1120
GRST22,LACK2B,0.7,0.15,COMPOSITE,0.003,0.032,1.795,1130,1000,1000,1120
GRST22,LACK2C,0.7,0.15,COMPOSITE,0.003,0.032,1.795,1130,1000,1000,1120
GRTO2A,LACK20,0,2.22,CABLE,0.02,0.037,11.455,230,230,190,230
GRTO2B,LACK20,0,2.18,CABLE,0.02,0.037,11.249,230,230,190,230
HACK2A,HACK4A,0,0,TRANSFORMER,0.023,2.67,-0.5,750,750,750,750
HACK2A,TOTE22,5.772,0.292,COMPOSITE,0.026,0.243,4.777,955,885,760,885
HACK2B,HACK40,0,0,TRANSFORMER,0.023,2.67,-0.5,750,750,750,750
HACK2B,TOTE21,5.772,0.292,COMPOSITE,0.026,0.243,4.777,955,885,760,885
HACK40,WHAM40,8,0,CABLE,0.006,0.07,97.716,1600,1580,1300,1580
HACK4A,WHAM40,8,0,CABLE,0.006,0.07,97.716,1770,1730,1690,1790
HAKB1A,HARK13,9.85,0,OHL,0.917,2.075,0.451,132,123,106,123
HAKB1B,HARK13,9.85,0,OHL,0.917,2.075,0.451,132,123,106,123
HAKB4A,HARK40,10.2,0,OHL,0.018,0.194,6.107,2010,1910,1750,1910
HAKB4B,HARK40,10.2,0,OHL,0.018,0.194,6.11,2010,1910,1750,1910
HAMB4A,HEYS40,25.879,0,OHL,0.055,0.52,14.541,1590,1500,1350,1500
HAMB4A,PEWO40,19.748,0.3,COMPOSITE,0.043,0.39,17.185,1590,1320,1320,1500
HAMB4A,STAH4A,3.94,0,OHL,0.008,0.077,2.267,1590,1500,1340,1500
HAMB4B,HEYS40,26.052,0,OHL,0.056,0.524,14.639,1590,1500,1350,1500
HAMB4B,PEWO40,19.748,0.292,COMPOSITE,0.043,0.39,17.03,1590,1320,1320,1500
HAMB4B,STAH4B,3.94,0,OHL,0.008,0.077,2.267,1590,1500,1340,1500
HAMH20,NECH20,10.449,0,OHL,0.024,0.367,3.347,1360,1280,1200,1280
HAMH20,OCKH20,33.572,0.254,COMPOSITE,0.144,1.36,12.197,820,640,640,820
HAMH2A,HAMH40,0,0,TRANSFORMER,0.018,1.599,-1.17,1000,1000,1000,1000
HAMH2A,NECH20,10.345,0,OHL,0.023,0.363,3.314,1420,1340,1260,1340
HAMH40,WILE40,84.389,0.7,COMPOSITE,0.121,1.497,79.38,2010,1910,1750,1910
HARK21,HARK40,0,0,TRANSFORMER,0.032,2.44,1.21,500,500,500,500
HARK21,HARK40,0,0,TRANSFORMER,0.038,2.34,-0.927,500,500,500,500
HARK22,HARK40,0,0,TRANSFORMER,0.029,2.402,-0.589,500,500,500,500
HARK22,HARK40,0,0,TRANSFORMER,0.037,2.434,-0.925,500,500,500,500
HARK22,STEW20,83.745,0.217,COMPOSITE,0.492,3.43,25.013,775,675,675,775
HARK40,HUTT40,81.928,0,OHL,0.164,1.561,48.683,1390,1280,1110,1280
HARM20,HATL20,14.019,0,OHL,0.063,0.581,3.826,1090,1030,920,1030
HARM20,HAWP20,17.261,0,OHL,0.078,0.703,4.793,1090,1030,925,1030
HATL20,SALH20,8.662,0,OHL,0.032,0.342,2.495,1350,1290,1180,1290
HATL20,TODP20,16.966,0,OHL,0.063,0.67,4.882,1090,1030,925,1030
HATL20,WBOL20,49.195,0,OHL,0.221,2.012,13.602,1090,1030,920,1030
HAWP20,HAWP4A,0,0,TRANSFORMER,0.014,1.675,-1.047,1000,1000,1000,1000
HAWP20,NORT22,27.68,0.459,COMPOSITE,0.063,0.982,13.777,910,800,720,875
HAWP20,OFFE20,9.522,0,OHL,0.043,0.388,2.644,1090,1030,925,1030
HAWP4A,NORT40,27.45,0,OHL,0.029,0.456,18.603,2780,2570,2220,2570
HEYS40,QUER4A,9.607,0,OHL,0.021,0.193,5.398,1590,1500,1350,1500
HEYS40,QUER4B,9.416,0,OHL,0.02,0.189,5.291,1590,1500,1350,1500
HIGM20,HIGM2A,0,0,REACTOR,0.012,1.012,0,750,750,750,750
HIGM20,HIGM40,0,0,TRANSFORMER,0.019,1.573,-0.984,1000,1000,1000,1000
HIGM20,THUR2A,52.108,0,OHL,0.547,2.084,14.663,625,590,535,590
HIGM2A,HIGM40,0,0,TRANSFORMER,0.033,2.38,-0.34,500,500,500,500
HIGM40,HIGM4A,0,0,QB,0.001,0.3,0,2750,2550,2380,2550
HIGM40,WBUR41,14.875,0.229,COMPOSITE,0.026,0.279,13.688,1890,1800,1700,1800
HIGM4A,RATS41,65.028,0.179,COMPOSITE,0.113,1.21,45.734,1890,1800,1700,1800
HINP21,HINP40,0,0,TRANSFORMER,0.036,2.439,5.9,500,500,500,500
HINP22,HINP40,0,0,TRANSFORMER,0.038,2.433,5.9,500,500,500,500
HINP40,MELK40,86.55,0,OHL,0.151,1.61,52.995,2010,1910,1750,1910
HINP40,TAUN4A,26.694,0,OHL,0.046,0.497,16.345,2210,2130,1980,2130
HINP40,TAUN4B,26.694,0,OHL,0.046,0.497,16.345,2210,2130,1980,2130
HUMR40,KEAD4A,37.65,0,OHL,0.043,0.668,24.096,2810,2700,2510,2700
HUMR40,KILL40,2.75,0,OHL,0.003,0.053,1.63,2770,2770,2770,2770
HURS1B,ELTH11,6.7,0,OHL,0.338,0.75,0.68,200,,,
HURS20,LITT2A,5.178,2.613,COMPOSITE,0.029,0.271,27.907,840,815,815,815
HURS20,LITT2B,5.178,2.659,COMPOSITE,0.029,0.272,28.373,840,815,815,815
HURS20,NEWX20,0,21.256,CABLE,0.043,0.487,215.323,890,785,705,890
HURS20,NEWX20,0,21.737,CABLE,0.043,0.498,220.196,825,825,825,825
HUTT40,QUER4A,34.455,0,OHL,0.059,0.641,21.092,2010,1910,1750,1910
HUTT40,QUER4B,34.455,0,OHL,0.072,0.663,20.226,1390,1280,1110,1280
IMPP40,MELK40,78.837,3.913,COMPOSITE,0.087,1.352,131.721,1420,1420,1420,1420
INDQ40,LAND41,48.88,0,OHL,0.103,0.938,28.741,1390,1280,1110,1280
INDQ40,LAND42,49.55,0,OHL,0.104,0.951,29.135,1390,1280,1110,1280
IROA11,OLDS12,13.684,0,OHL,0.297,2.361,2.693,455,425,365,370
IROA11,OLDS12,12.904,0,OHL,0.28,2.224,2.643,455,425,365,370
IROA12,OLDS11,13.829,0,OHL,0.298,2.366,3.453,455,425,365,370
IROA12,OLDS11,12.904,0,OHL,0.28,2.224,2.643,455,425,365,370
IROA20,MELK2A,33.94,0.38,COMPOSITE,0.184,1.715,11.013,580,580,580,580
IROA20,MELK2B,33.94,0.951,COMPOSITE,0.186,1.726,15.872,580,580,580,580
IROA20,WHSO2A,34.64,0,OHL,0.203,1.417,9.63,1010,955,875,955
IROA20,WHSO2B,34.64,0,OHL,0.203,1.417,9.63,1010,955,875,955
IRON40,LEGA4A,62.227,0,OHL,0.097,1.151,38.344,2400,2300,2140,2300
IRON40,PENN4A,27.81,0,OHL,0.056,0.53,16.521,1390,1280,1110,1280
IRON40,PENN4B,24.767,0,OHL,0.052,0.476,14.563,1390,1280,1110,1280
IRON40,RUGE40,60.362,0,OHL,0.113,1.135,36.453,1390,1280,1110,1280
IRON40,SHRE4A,15,0,OHL,0.023,0.278,9.243,2400,2230,2060,2230
IVER21,IVER4A,0,0,TRANSFORMER,0.018,1.581,-0.313,1000,1000,1000,1000
IVER21,IVER4B,0,0,TRANSFORMER,0.033,2.38,1.29,500,500,500,500
IVER21,NHYD2A,0,13.63,CABLE,0.06,0.349,91.185,420,380,380,420
IVER21,WWEY21,25.74,0.342,COMPOSITE,0.096,1.021,11.167,960,840,840,960
IVER22,IVER4A,0,0,TRANSFORMER,0.034,2.4,-0.34,500,500,500,500
IVER22,NHYD2B,0,13.63,CABLE,0.06,0.349,91.185,420,380,380,420
IVER22,WATS21,14.785,0.436,COMPOSITE,0.067,0.614,8.845,760,760,620,760
IVER22,WATS22,14.785,0.483,COMPOSITE,0.067,0.615,9.356,760,760,620,760
IVER2A,IVER4B,0,0,TRANSFORMER,0.033,2.38,-0.34,595,595,595,595
IVER2A,LALE20,17.251,0.402,COMPOSITE,0.064,0.684,13.732,840,665,665,840
JORD20,NORL2B,0,2.844,CABLE,0.011,0.059,20.124,420,380,380,420
KEAD41,KEAD4A,7.95,0,OHL,0.009,0.132,5.388,3180,3000,2690,3000
KEAD41,KEAP41,0,0,"GEN CONN",0.001,0.014,7.17,1100,1100,1100,1100
KEAD41,KILL40,40.3,0,OHL,0.039,0.689,26.864,2520,2400,2190,2400
KEAD41,WBUR41,28.267,0,OHL,0.03,0.469,19.157,3420,3274,3025,3274
KEAD42,KEAD4B,7.95,0,OHL,0.009,0.132,5.388,2770,2770,2660,2770
KEAD42,KEAD4C,0,0,QB,0.001,0.3,0,2750,2750,2750,2750
KEAD42,KEAD4D,0,0,QB,0.001,0.3,0,2750,2550,2380,2550
KEAD42,KEAP42,0,0,"GEN CONN",0.001,0.008,0.23,1710,1710,1710,1710
KEAD43,WBUR42,28.27,0,OHL,0.029,0.451,18.41,3420,3260,2980,3260
KEAD4B,KILL40,34.9,0,OHL,0.039,0.617,22.424,2520,2400,2190,2400
KEAR20,KEAR40,0,0,TRANSFORMER,0.018,1.608,-0.251,1000,1000,1000,1000
KEAR20,KEAR40,0,0,TRANSFORMER,0.012,1.6,-0.561,1000,1000,1000,1000
KEAR20,WHGA20,14.604,0.129,COMPOSITE,0.066,0.598,5.458,830,665,665,830
KEAR20,WHGA20,14.604,0.241,COMPOSITE,0.066,0.601,6.675,835,665,665,835
KEAR40,PADI40,39.135,0,OHL,0.057,0.696,24.99,2170,2090,1940,2090
KEAR4A,PEWO40,43.51,0,OHL,0.076,0.809,26.64,2210,2130,1980,2130
KEMS40,LITT4A,38.014,0,OHL,0.066,0.714,22.978,1930,1830,1670,1830
KEMS40,LITT4B,37.787,0,OHL,0.065,0.711,22.824,1930,1830,1670,1830
KIBY21,LISD20,0,8.774,CABLE,0.021,0.187,80.842,760,760,620,760
KIBY21,LISD20,0,8.774,CABLE,0.021,0.185,79.58,760,620,620,760
KIBY21,RAIN20,10.895,0,OHL,0.025,0.382,3.49,1130,1080,1000,1080
KIBY21,WASF2B,10.977,0,OHL,0.041,0.431,3.177,1520,1460,1360,1460
KIBY22,RAIN20,10.895,0,OHL,0.025,0.382,3.49,1420,1340,1260,1340
KIBY22,WASF2A,10.945,0,OHL,0.04,0.43,3.167,1520,1460,1360,1460
KILL40,SHBA40,16.346,0,OHL,0.017,0.288,10.597,2470,2350,2150,2350
KINO41,SING40,17.74,0,OHL,0.019,0.294,12.022,2780,2570,2220,2570
KINO42,NFLE40,23.7,0,OHL,0.028,0.399,15.87,3100,3050,2960,3050
KINO42,TILB4A,15.719,1.835,COMPOSITE,0.018,0.281,47.353,2000,1950,1950,2000
KIRK2A,KIRK20,0,0,QB,0.001,0.98,0,760,760,760,760
KIRK2A,SKLG20,0,8.608,CABLE,0.015,0.24,93.569,760,760,620,760
KITW20,OCKH20,13.417,0.222,COMPOSITE,0.061,0.552,6.139,770,620,620,770
KITW20,OLDB20,7.715,0.597,COMPOSITE,0.036,0.331,8.632,665,665,665,665
KNAR20,MONF21,37,0.141,COMPOSITE,0.273,1.717,10.426,460,460,410,410
KNAR20,POPP20,47.158,0,OHL,0.338,2.203,11.664,550,515,445,515
LACK20,LACK40,0,0,TRANSFORMER,0.017,1.6,-0.46,1000,1000,1000,1000
LACK20,TODP20,5.967,0,OHL,0.027,0.245,1.643,1090,1030,925,1030
LACK2A,LACK40,0,0,TRANSFORMER,0.017,1.601,-0.318,1000,1000,1000,1000
LACK2B,LACK40,0,0,TRANSFORMER,0.012,1.6,-0.46,1000,1000,1000,1000
LACK2C,LACK40,0,0,TRANSFORMER,0.017,1.598,-0.361,1100,1100,1100,1100
LACK40,NORT40,21.386,0.25,COMPOSITE,0.039,0.41,17.268,1590,1460,1320,1460
LACK40,THTO41,94.84,5.7,COMPOSITE,0.105,1.623,268.651,2420,2420,2030,2030
LACK40,THTO42,94.84,5.7,COMPOSITE,0.105,1.623,268.651,2420,2420,2030,2030
LALE20,WWEY2A,8.418,0.12,COMPOSITE,0.031,0.334,3.741,750,750,750,750
LAND41,LANG40,21.47,0,OHL,0.045,0.412,12.624,1390,1280,1110,1280
LAND42,LANG40,21,0,OHL,0.044,0.403,12.348,1390,1280,1110,1280
LEGA40,TREU4A,12.148,0,OHL,0.014,0.218,7.69,2860,2720,2490,2720
LEGA40,TREU4B,12.148,0,OHL,0.014,0.218,7.69,2860,2720,2490,2720
LEGA4A,LEGA40,0,0,QB,0.001,0.35,0,2000,2000,2000,2000
LEGA4B,LEGA40,0,0,QB,0.001,0.35,0,2000,2000,2000,2000
LEGA4B,SHRE4A,47.227,0,OHL,0.074,0.874,29.101,2400,2300,2140,2300
LEIB4A,SUND42,14.78,0,OHL,0.016,0.245,10.016,2780,2570,2220,2570
LEIB4B,SUND41,14.78,0,OHL,0.016,0.245,10.016,2780,2570,2220,2570
LISD20,LISD2A,0,0,REACTOR,0.005,1.387,0,750,750,750,750
LITT11,LITT13,0,0,REACTOR,0.244,20,0,90,90,90,90
LITT2A,LITT40,0,0,TRANSFORMER,0.025,2.596,-0.527,865,865,825,855
LITT2B,LITT40,0,0,TRANSFORMER,0.032,2.62,-0.55,865,865,825,860
LITT2C,LITT40,0,0,TRANSFORMER,0.032,2.607,-0.406,750,750,750,750
LITT2C,WTHU2A,2.889,1.853,COMPOSITE,0.015,0.143,37.756,762,691,633,762
LITT2D,LITT40,0,0,TRANSFORMER,0.031,2.645,-0.327,750,750,750,750
LITT2D,WTHU2B,2.889,2.114,COMPOSITE,0.015,0.15,40.824,762,691,633,762
LITT40,LITT4A,8.146,0,OHL,0.017,0.157,4.78,1390,1280,1110,1280
LITT40,LITT4B,8.175,0,OHL,0.017,0.157,4.797,1390,1280,1110,1280
LITT4A,ROWD40,27.05,0,OHL,0.057,0.52,15.887,1590,1500,1340,1500
LITT4B,ROWD40,27.025,0,OHL,0.057,0.52,15.872,1590,1500,1340,1500
LOVE40,NURS40,36.424,0,OHL,0.039,0.605,24.685,2780,2570,2220,2570
LOVE40,NURS4A,36.724,0,OHL,0.039,0.61,24.888,2780,2570,2220,2570
MACC20,MACC40,0,0,TRANSFORMER,0.018,1.615,-0.27,750,750,750,750
MAGA20,PYLE20,6.23,0.177,COMPOSITE,0.028,0.258,3.654,845,665,665,845
MANN40,NURS4A,39.68,0,OHL,0.042,0.659,26.891,2780,2570,2220,2570
MAWO40,NURS40,20.5,0,OHL,0.009,0.119,4.47,2400,2300,2140,2300
MELK2A,MELK40,0,0,TRANSFORMER,0.018,1.599,-0.808,580,580,580,580
MELK2B,MELK40,0,0,TRANSFORMER,0.021,1.691,-2.007,750,750,750,750
MELK40,MITY40,28.047,0,OHL,0.049,0.522,17.173,2110,2020,1870,2020
MELK40,SEAB40,53.486,0,OHL,0.058,0.899,35.907,2520,2400,2190,2400
MILH1M,SJOW11,0,14,CABLE,0.473,1.151,28.88,136,136,123,123
MILH1N,SJOW12,0,14,CABLE,0.492,0.811,30.15,136,136,123,123
MONF21,MONF40,0,0,TRANSFORMER,0.018,1.642,-0.334,1100,1100,1100,1100
MONF21,MONF4A,0,0,TRANSFORMER,0.02,1.6,-0.57,1000,1000,1000,1000
MONF22,MONF40,0,0,TRANSFORMER,0.018,1.642,-0.35,1100,1100,1100,1100
MONF22,POPP20,40.158,0,OHL,0.373,1.704,10.806,550,515,445,515
MONF40,PADI40,87.283,0,OHL,0.099,1.503,57.382,2520,2400,2190,2400
NEEP20,NEEP4A,0,0,TRANSFORMER,0.022,1.654,-1.118,750,750,750,750
NEEP20,PITS20,0.87,3.975,COMPOSITE,0.018,0.132,30.073,420,380,380,380
NEEP20,SHEC20,0.87,4.428,COMPOSITE,0.021,0.144,32.436,420,380,380,380
NEEP4A,STSB40,12.8,0,OHL,0.027,0.251,7.366,840,750,720,750
NEWX20,WIMB20,0,13.479,CABLE,0.027,0.309,136.542,810,660,660,810
NFLE40,SING40,5.96,0,OHL,0.009,0.105,3.85,3100,3050,2960,3050
NORL2A,SHEC20,0,4.372,CABLE,0.019,0.112,29.249,420,380,380,420
NORL2B,PITS20,0,10.751,CABLE,0.046,0.275,72.556,420,380,340,420
NORT21,NORT40,0,0,TRANSFORMER,0.012,1.592,-0.566,1000,1000,1000,1000
NORT21,SALH20,12.38,0,OHL,0.046,0.496,3.504,1380,1310,1200,1310
NORT21,SPEN22,21.138,0,OHL,0.124,0.865,5.878,1010,955,875,955
NORT22,NORT40,0,0,TRANSFORMER,0.017,1.508,4.57,1000,1000,1000,1000
NORT22,SPEN21,21.03,0,OHL,0.123,0.86,5.848,1010,955,875,955
NORT40,OSBA41,84.08,0,OHL,0.104,1.511,53.181,2010,1910,1750,1910
NORT40,OSBA42,84.08,0,OHL,0.104,1.511,53.181,2010,1910,1750,1910
NORW40,SIZE40,104.25,0.165,COMPOSITE,0.178,1.948,66.822,1590,1470,1350,1500
NORW40,WALP40,79.163,0,OHL,0.169,1.591,44.482,1390,1280,1110,1280
OCKH20,OCKH2A,0,0,QB,0.001,0.683,0,760,760,760,760
OCKH20,WIEN2A,4.621,0.283,COMPOSITE,0.021,0.194,4.311,670,600,600,670
OCKH2A,WIEN2B,4.261,0,OHL,0.019,0.173,1.183,955,885,760,885
OFFE20,WBOL20,8.319,0,OHL,0.037,0.339,2.31,1090,1030,925,1030
OLDB20,OLDB4A,0,0,TRANSFORMER,0.017,1.611,-0.237,1000,1000,1000,1000
OSBA41,THTO41,16.87,0,OHL,0.018,0.28,11.433,2780,2570,2220,2570
OSBA42,THTO42,16.87,0,OHL,0.018,0.28,11.433,2010,1910,1750,1910
PADI40,PEWO40,37.475,0,OHL,0.054,0.666,23.975,2170,2090,1940,2090
PELH40,RYEH40,23.402,0,OHL,0.025,0.388,15.86,2780,2570,2220,2570
PELH40,RYEH4A,22.967,0,OHL,0.025,0.381,15.565,2530,2530,2220,2530
PELH40,SIZE40,112.7,0,OHL,0.12,1.854,75.67,2780,2570,2220,2570
PELH40,SUND42,44.876,0,OHL,0.048,0.745,30.412,2780,2570,2220,2570
PELH40,WYMO40,26.848,0,OHL,0.029,0.446,18.195,2780,2570,2220,2570
PEMB40,SWAN40,84.58,0,OHL,0.091,1.404,57.32,2770,2770,2220,2770
PENN20,PENN4A,0,0,TRANSFORMER,0.013,1.675,-0.924,1000,1000,1000,1000
PENN20,PENN4B,0,0,TRANSFORMER,0.015,1.6,-0.463,1000,1000,1000,1000
PENT40,WYLF40,35.216,0,OHL,0.038,0.585,23.866,2780,2570,2220,2570
PENT40,YWER4A,35.776,0.165,COMPOSITE,0.046,0.671,24.511,1160,1000,1000,1160
PEWO21,PEWO2B,0.5,0,OHL,0.002,0.02,0.145,1380,1310,1200,1310
PEWO22,PEWO2A,0,0.3,CABLE,0,0.004,5.91,1130,1130,1130,1130
PEWO2A,PEWO40,0,0,TRANSFORMER,0.019,1.613,1.621,750,750,750,750
PEWO2A,PEWO40,0,0,TRANSFORMER,0.02,1.6,2.687,750,750,750,750
PEWO2A,WASF2A,23.42,0,OHL,0.087,0.92,6.778,1520,1460,1360,1460
PEWO2B,PEWO40,0,0,TRANSFORMER,0.017,1.596,-0.313,1000,1000,1000,1000
PEWO2B,PEWO40,0,0,TRANSFORMER,0.021,1.67,1.1,750,750,750,750
PEWO2B,WASF2B,23.45,0,OHL,0.087,0.922,6.786,1520,1460,1360,1460
PEWO40,QUER4A,31.968,0,OHL,0.056,0.595,19.574,2010,1910,1750,1910
PEWO40,QUER4B,32.118,0,OHL,0.056,0.597,19.666,2010,1910,1750,1910
PITS20,TEMP21,0.05,6.69,COMPOSITE,0.029,0.173,45.463,420,380,380,380
PITS20,WIBA20,0,2.324,CABLE,0.009,0.059,16.56,420,420,340,420
RASS40,WALH40,72.628,2.54,COMPOSITE,0.08,1.232,91.21,2780,2570,2220,2570
RATS2A,RATS41,0,0,TRANSFORMER,0.015,1.61,-0.319,1000,1000,1000,1000
RATS41,WILE40,21.427,0,OHL,0.035,0.397,13.175,2010,1910,1750,1910
RATS42,STAY4A,43.3,0,OHL,0.075,0.805,26.513,2150,2060,1900,2060
RATS42,WILE40,21.976,0.216,COMPOSITE,0.036,0.41,17.082,1310,1070,1070,1310
RAYL11,BRWE10,37,0,OHL,0.821,6.563,2.84,275,275,275,275
RAYL13,BRWE10,37,0,OHL,0.82,6.559,2.38,275,275,275,275
RAYL40,TILB4A,20.48,0,OHL,0.036,0.381,12.54,2010,1910,1750,1910
REBR21,TOTE21,3.317,5.04,COMPOSITE,0.017,0.201,110.53,1210,1130,1040,1130
REBR22,TOTE22,3.317,5.925,COMPOSITE,0.017,0.213,129.769,1210,1130,1040,1130
ROCH20,ROCH4A,0,0,TRANSFORMER,0.018,1.593,-0.463,1000,1000,1000,1000
ROCH20,STAL21,31.345,0,OHL,0.12,1.257,8.879,1320,1260,1150,1260
ROCH20,WHGA20,11.53,0.398,COMPOSITE,0.053,0.478,7.062,905,800,755,800
ROCH20,WHGA20,11.53,0.257,COMPOSITE,0.052,0.476,5.995,840,665,665,840
RYEH40,WALX4A,5.282,0,OHL,0.006,0.088,3.58,2780,2570,2220,2570
RYEH4A,WALX4B,5.632,0,OHL,0.006,0.093,3.817,2350,2350,2220,2350
SAEN20,SAES20,0.7,0,OHL,0.002,0.025,0.22,1510,1510,1510,1510
SEAB40,WHSO4A,30.419,3.89,COMPOSITE,0.036,0.56,98.026,1420,1420,1420,1420
SJOW20,SJOW40,0,0,TRANSFORMER,0.022,2.6,1.274,750,750,750,750
SJOW20,SJOW40,0,0,TRANSFORMER,0.022,2.573,1.114,750,750,750,750
SJOW20,TOTW21,0,16.368,CABLE,0.029,0.36,177.92,870,760,680,835
SJOW20,TOTW22,0,16.508,CABLE,0.03,0.363,179.442,870,760,680,835
SJOW2A,SJOW40,0,0,TRANSFORMER,0.022,2.573,-0.491,750,750,750,750
SJOW2A,WISD20,0,7.399,CABLE,0.013,0.163,80.427,760,760,620,760
SJOW2B,SJOW40,0,0,TRANSFORMER,0.022,2.573,-0.491,750,750,750,750
SJOW2B,WISD20,0,7.399,CABLE,0.013,0.163,80.427,760,760,620,760
SPEN21,STEW20,39.11,0.126,COMPOSITE,0.108,1.549,12.312,1040,955,955,1040
SPEN22,STEW20,39.11,0,OHL,0.108,1.547,11.24,1180,1120,1020,1120
SPLN40,WALP40,29.2,0,OHL,0.028,0.509,20.77,2770,2770,2770,2770
SSHI20,TYNE2A,6.958,0,OHL,0.03,0.285,1.934,1240,1180,1070,1180
SSHI20,WBOL20,4.361,0,OHL,0.02,0.178,1.21,1090,1030,925,1030
STAL21,STAL4A,0,0,TRANSFORMER,0.017,1.56,-0.807,1000,1000,1000,1000
STAY41,STAY4A,0,0,QB,0.001,0.3,0,2750,2750,2750,2750
STEW20,STEW4A,0,0,TRANSFORMER,0.023,1.646,-1.83,1000,1000,1000,1000
STEW20,STEW4A,0,0,TRANSFORMER,0.012,1.56,-0.217,1000,1000,1000,1000
STEW20,STEW4B,0,0,TRANSFORMER,0.012,1.559,-0.198,1190,1190,1100,1100
STEW20,STEW4B,0,0,TRANSFORMER,0.012,1.554,-0.205,1190,1190,1100,1100
STEW2A,STEW20,0,0.068,CABLE,0,0.001,0.579,570,525,525,570
STEW4A,STWB4A,94.9,0,OHL,0.203,1.907,53.324,1390,1280,1110,1280
STEW4B,STWB4B,94.9,0,OHL,0.203,1.907,53.324,1190,1100,1100,1190
STSB4A,STSB40,0,0,QB,0.002,0.351,0,2000,2000,2000,2000
SUND41,WYMO40,18.173,0,OHL,0.019,0.302,12.316,2780,2570,2220,2570
SWAN20,SWAN4A,0,0,TRANSFORMER,0.02,1.601,-0.958,750,750,750,750
SWAN20,SWAN4B,0,0,TRANSFORMER,0.022,1.511,-1.103,750,750,750,750
SWAN40,SWAN4A,0.64,0,OHL,0.001,0.012,0.376,1390,1280,1110,1280
SWAN40,SWAN4B,0.64,0,OHL,0.001,0.012,0.376,1390,1280,1110,1280
TEMP22,WIBA20,0,3.607,CABLE,0.016,0.092,24.131,420,380,380,420
THOM20,THOM40,0,0,TRANSFORMER,0.018,1.627,-0.846,750,750,750,750
THOM20,THOM40,0,0,TRANSFORMER,0.019,1.605,-1.728,750,750,750,750
THOM20,WMEL20,24.419,0.947,COMPOSITE,0.112,1.026,16.299,764,697,697,764
THOM20,WMEL20,24.419,1.054,COMPOSITE,0.112,1.029,17.383,764,697,697,764
THUR2A,THUR20,4.735,0,OHL,0.05,0.189,1.332,550,515,440,515
THUR2A,WMEL20,16.55,0,OHL,0.075,0.687,4.502,955,880,760,880
TILB21,TILB4A,0,0,TRANSFORMER,0.021,1.646,-1.608,750,750,750,750
TILB21,WARL20,13.569,0,OHL,0.061,0.552,3.768,1180,1120,1020,1120
TILB22,TILB4B,0,0,TRANSFORMER,0.012,1.577,-0.591,1000,1000,1000,1000
TILB22,WARL20,13.558,0,OHL,0.061,0.552,3.765,1180,1120,1020,1120
TRAW20,TRAW40,0,0,TRANSFORMER,0.022,1.692,1.633,750,750,750,750
TRAW20,TRAW40,0,0,TRANSFORMER,0.014,1.665,-0.737,965,965,965,965
TRAW40,TREU4A,64.28,0,OHL,0.135,1.234,37.797,1710,1630,1490,1630
TRAW40,TREU4B,64.28,0,OHL,0.135,1.234,37.797,1710,1630,1490,1630
TRAW40,YGAR4A,9.94,0.433,COMPOSITE,0.013,0.192,13.21,1160,975,975,1160
TREM20,USKM2A,15.05,0,OHL,0.115,0.69,3.79,625,590,535,590
TYNE20,WBOL20,11.491,0,OHL,0.05,0.469,3.191,1090,1030,925,1030
USKM20,USKM2B,0.4,0,OHL,0.002,0.02,0.09,695,640,550,640
USKM20,WHSO20,5.874,0,OHL,0.034,0.24,1.63,1010,955,875,955
USKM2A,WHSO20,5.568,0,OHL,0.03,0.28,1.276,695,640,550,640
