"275 kV Circuits",,,"Length (km)","Impedance p.u. on 100 MVA",,,"Rating (MVA)",
From,To,No.,,R,X,B,Summer,Winter
COOL,MAGF,,,,,,,
MAGF,TAMN,,,,,,,
TAMN,TAND,,,,,,,
TAND,CAST,,,,,,,
CAST,HANA,,,,,,,
HANA,MOYL,,,,,,,
MOYL,BAFD,,,,,,,
BAFD,KELS,,,,,,,
KELS,MAGF,,,,,,,
KELS,KILR,,,,,,,
KILR,TAND,,,,,,,
KILR,CAST,,,,,,,
MOYL,AUCH,,,,,,,
