"Node 1","Node 2","OHL Length (km)","Cable Length (km)","Circuit Type","R (% on 100 MVA)","X (% on 100 MVA)","B (% on 100 MVA)","Winter Rating (MVA)","Autumn Rating (MVA)","Summer Rating (MVA)","Spring Rating (MVA)"
EGGB41,STSB40,44.583,0,OHL,0.04770381,0.7400778,30.2138991,2780,2570,2220,2570
EGGB42,FERR4A,12.218,0,OHL,0.01289806,0.2026436,8.2924902,2780,2570,2220,2570
EGGB42,MONF40,10.518,0,OHL,0.01125426,0.1745988,7.1280486,2780,2570,2220,2570
EGGB42,MONF4A,10.424,0,OHL,0.01115368,0.1730384,7.0643448,2780,2570,2220,2570
EGGB42,THOM40,28.052,0.197,COMPOSITE,0.03009444,0.46711115,25.5236604,2220,1800,1800,2220
ELLA20,FERR21,45.471,0,OHL,0.152841549,1.764779195,13.309162435,1320,1260,1150,1260
ELLA20,KIRK20,34.082,5.044,COMPOSITE,0.1619438,1.527865,64.2928514,760,620,620,760
ELLA20,STAL22,39.577,0,OHL,0.1638785,1.6061773,11.0453423,955,885,760,885
ELST21,ELST40,0,0,TRANSFORMER,0.0181,1.5835,-0.1927,1100,1100,1100,1100
ELST21,WARL20,59.326,0.59,COMPOSITE,0.2414532,2.3846248,23.2759384,760,760,620,760
ELST21,WATS21,5.4,0.222,COMPOSITE,0.0246774,0.2259738,3.91272,760,620,620,620
ELST22,ELST4B,0,0,TRANSFORMER,0.0218,1.7488,3.1327,900,900,900,900
ELST22,MILH2A,6.375,6.282,COMPOSITE,0.05438265,0.3857493,55.2327075,520,520,430,520
ELST22,MILH2B,6.375,6.338,COMPOSITE,0.05453385,0.3868637,55.7092675,520,520,430,520
ELST22,WARL20,59.277,0.261,COMPOSITE,0.2406998,2.3734976,19.685715,760,760,620,760
ELST22,WATS22,5.4,0.399,COMPOSITE,0.0249783,0.2309121,5.83671,760,620,620,620
ELST40,ELST4A,0.01,0,OHL,2.1e-05,0.000192,0.00588,2770,2770,2770,2770
ELST40,ELST4A,0,0,REACTOR,0,1,0,2000,2000,2000,2000
ELST40,SJOW40,0,20,CABLE,0.0145,0.17625,244.2902,1770,1770,1770,1770
ELST4A,SUND41,34.908,0,OHL,0.0733068,0.6702336,20.525904,1560,1500,1350,1500
ELST4B,SUND42,34.791,0,OHL,0.0730611,0.6679872,20.457108,1590,1500,1350,1500
ENDE40,PAFB4A,41.494,0,OHL,0.0688375,0.7617524,25.7349534,2010,1910,1750,1910
ENDE40,PAFB4B,41.36,0,OHL,0.06851054,0.75898,25.6620612,2010,1910,1750,1910
ENDE40,RATS41,37.065,0,OHL,0.03965955,0.615279,25.1189505,2780,2570,2220,2570
ENDE40,RATS42,37,0,OHL,0.03959,0.6142,25.0749,2780,2570,2220,2570
EXET40,TAUN4A,38.232,0,OHL,0.06652368,0.7111152,23.4094536,2010,1910,1750,1910
EXET40,TAUN4B,38.232,0,OHL,0.06652368,0.7111152,23.4094536,2010,1910,1750,1910
FAWL40,LOVE40,22.6,3.885,COMPOSITE,0.028004,0.4022815,75.07257,1110,900,900,1110
FAWL40,MANN40,60.65,0,OHL,0.0648955,1.00679,41.102505,2780,2570,2220,2570
FAWL40,MAWO40,19.15,0,OHL,0.0218,0.3231,12.8,2400,2300,2140,2300
FECK20,FECK40,0,0,TRANSFORMER,0.023,1.694,-0.3808,1000,1000,1000,1000
FECK40,HAMH40,43.331,0,OHL,0.07539594,0.8059566,26.5315713,2010,1910,1750,1910
FECK40,IRON40,66.355,0,OHL,0.1154577,1.234203,40.6291665,2010,1910,1750,1910
MAWO40,NURS40,20.5,0,OHL,0.0087,0.119,4.47,2400,2300,2140,2300
FECK40,MITY40,78.983,0,OHL,0.13773022,1.470825638,48.2986327,1970,1870,1710,1870
FECK40,WALH40,67.324,0,OHL,0.11716676,1.25236003,41.2176782,1970,1870,1710,1870
FENW4A,KEAD43,21.414,0,OHL,0.01863018,0.1991502,26.2235844,3070,2880,2660,2880
FERR21,FERR4A,0,0,TRANSFORMER,0.0171,1.6079,-0.2823,1000,1000,1000,1000
FERR22,FERR4A,0,0,TRANSFORMER,0.018,1.507,3.09,1000,1000,1000,1000
FERR22,MONF22,4.317,0.072,COMPOSITE,0.00990042,0.1614267,2.5808151,1140,1140,1140,1140
FERR23,SKLG20,20.006,0.685,COMPOSITE,0.0982038,0.9568748,9.8968242,865,825,750,825
FERR2A,FERR23,0.3,0,OHL,0.000678,0.01053,0.09609,1220,1220,1220,1220
FERR2A,MONF21,4.529,0,OHL,0.01023554,0.1589679,1.4506387,1200,1120,1020,1120
FERR2B,FERR21,0.3,0.2,COMPOSITE,0.001018,0.01611,2.27009,1030,980,980,1030
FERR2B,SKLG20,20.006,0.72,COMPOSITE,0.0983578,0.9575258,10.1491742,865,825,750,825
FFES21,TRAW20,7.316,0.133,COMPOSITE,0.0774032,0.2960448,2.9484924,480,480,330,330
FFES22,TRAW20,7.316,0,OHL,0.076818,0.29264,2.0587224,550,515,445,515
FIDF21,FIDF24,0,0,REACTOR,0.0073,1.0413,0,750,750,750,750
FIDF21,FROD2B,9.15,0,OHL,0.020679,0.321165,2.930745,1320,1210,1100,1210
FIDF22,FIDF23,0,0,REACTOR,0.007,1.041,0,750,750,750,750
FIDF22,FROD2A,9.15,0,OHL,0.020679,0.321165,2.930745,1320,1210,1100,1210
FIDF23,RAIN20,7.949,0,OHL,0.01796474,0.2790099,2.5460647,1320,1210,1100,1210
FIDF24,RAIN20,7.949,0,OHL,0.01796474,0.2790099,2.5460647,1320,1210,1100,1210
FLEE40,LOVE40,38.994,0,OHL,0.06784956,0.7252884,23.8760262,2210,2130,1980,2130
FLEE40,LOVE40,38.994,0,OHL,0.06784956,0.7252884,23.8760262,2150,2060,1900,2060
FORD4A,STAL4A,16.08,0,OHL,0.0205824,0.300696,9.791112,2520,2400,2190,2400
FORD4B,MACC40,48.23,0,OHL,0.0880974,0.917976,28.695312,1390,1280,1110,1280
FOUR20,HARK21,59.843,0.24,COMPOSITE,0.35178241,2.4531227,18.9703383,855,795,700,795
FROD2A,FROD40,0,0,TRANSFORMER,0.0175,1.5786,3.44,1000,1000,1000,1000
FROD2B,FROD40,0,0,TRANSFORMER,0.014,1.682,-0.46,1000,1000,1000,1000
FROD40,ROCK40,1.1,0,OHL,0.001914,0.02046,0.67353,1100,1100,1100,1100
GRAI40,KEMS40,7.994,1.93,COMPOSITE,0.00951858,0.1387799,64.3983338,2620,2120,2120,2620
GRAI40,KEMS40,7.791,1.93,COMPOSITE,0.00930137,0.1354101,64.2607607,2620,2120,2120,2620
GRAI40,KINO41,11.514,0.543,COMPOSITE,0.01253718,0.19512345,25.7546178,2230,1800,1800,2230
GRAI40,TILB4B,27.064,2.063,COMPOSITE,0.03047998,0.4707428,58.3835128,2000,1950,1950,2000
GREN40,STAY42,102.395,0,OHL,0.1781673,1.904547,62.6964585,2010,1910,1750,1910
GREN40,SUND41,39.767,0,OHL,0.06919458,0.7396662,24.3493341,2010,1910,1750,1910
GREN40,SUND42,39.965,0,OHL,0.0695391,0.743349,24.4705695,2010,1910,1750,1910
GREN40,WBUR40,136.293,0,OHL,0.23121295,2.5173278,84.0317133,2010,1910,1750,1910
GRIW40,KEAD42,48.527,0,OHL,0.05273815,0.82577627,32.2701426,2860,2720,2490,2720
GRIW40,SHBA40,11.765,0,OHL,0.01188783,0.20221057,7.7920482,2860,2720,2490,2720
GRST21,LACK2A,1,0.15,COMPOSITE,0.00479,0.043975,1.877,1130,1000,1000,1120
GRST21,LACK2B,1,0.15,COMPOSITE,0.00479,0.043975,1.877,1130,1000,1000,1120
GRST22,LACK2B,0.7,0.15,COMPOSITE,0.003434,0.031525,1.7954,1130,1000,1000,1120
GRST22,LACK2C,0.7,0.15,COMPOSITE,0.003434,0.031525,1.7954,1130,1000,1000,1120
GRTO2A,LACK20,0,2.22,CABLE,0.020424,0.037296,11.4552,230,230,190,230
GRTO2B,LACK20,0,2.18,CABLE,0.020056,0.036624,11.2488,230,230,190,230
HACK2A,TOTE22,5.772,0.292,COMPOSITE,0.0264704,0.2430672,4.7769244,955,885,760,885
HACK2A,WHAM2A,7.848,0,OHL,0.03547296,0.325692,2.134656,955,880,760,880
HACK2B,TOTE21,5.772,0.292,COMPOSITE,0.0264704,0.2430672,4.7769244,955,885,760,885
HACK2B,WHAM2B,7.848,0,OHL,0.03547296,0.325692,2.134656,955,880,760,880
HAKB1A,HARK13,9.85,0,OHL,0.9172,2.0748,0.4508,132,123,106,123
HAKB1B,HARK13,9.85,0,OHL,0.9172,2.0748,0.4508,132,123,106,123
HAKB2A,HARK21,10.2,0.195,COMPOSITE,0.0382815,0.413895,4.3413,1130,1000,1000,1130
HAKB4A,HARK40,10.2,0,OHL,0.017748,0.1938,6.10674,2010,1910,1750,1910
HAMB4A,HEYS40,25.879,0,OHL,0.05538106,0.5201679,14.5414101,1590,1500,1350,1500
HAMB4A,PEWO40,19.748,0.3,COMPOSITE,0.04253072,0.3901808,17.184974,1590,1320,1320,1500
HAMB4A,STAH4A,3.94,0,OHL,0.0084316,0.077224,2.26747,1590,1500,1340,1500
HAMB4B,HEYS40,26.052,0,OHL,0.05575128,0.5236452,14.6386188,1590,1500,1350,1500
HAMB4B,PEWO40,19.748,0.292,COMPOSITE,0.04252352,0.3900976,17.029774,1590,1320,1320,1500
HAMB4B,STAH4B,3.94,0,OHL,0.0084316,0.077224,2.26747,1590,1500,1340,1500
HAMH20,NECH20,10.449,0,OHL,0.02361474,0.3667599,3.3468147,1360,1280,1200,1280
HAMH20,OCKH20,33.572,0.254,COMPOSITE,0.1437866,1.3599584,12.1968177,820,640,640,820
HAMH2A,HAMH40,0,0,TRANSFORMER,0.018,1.599,-1.1699,1000,1000,1000,1000
HAMH2A,NECH20,10.345,0,OHL,0.0233797,0.3631095,3.3135035,1420,1340,1260,1340
HAMH40,WILE40,84.389,0.7,COMPOSITE,0.12148834,1.4966334,79.3798671,2010,1910,1750,1910
HARK21,HARK40,0,0,TRANSFORMER,0.0321,2.4398,1.21,500,500,500,500
HARK21,HARK40,0,0,TRANSFORMER,0.0376,2.3397,-0.9274,500,500,500,500
HARK22,HARK40,0,0,TRANSFORMER,0.029,2.402,-0.5886,500,500,500,500
HARK22,HARK40,0,0,TRANSFORMER,0.037,2.434,-0.9253,500,500,500,500
HARK22,STEW20,83.745,0.217,COMPOSITE,0.49223925,3.4300855,25.0133045,775,675,675,775
HARK40,HUTT40,81.928,0,OHL,0.16399504,1.560758,48.6834424,1390,1280,1110,1280
HARK40,HUTT40,81.928,0,OHL,0.16399504,1.560758,48.6834424,1390,1280,1110,1280
HARM20,HATL20,14.019,0,OHL,0.06319632,0.5811012,3.8260302,1090,1030,920,1030
HARM20,HAWP20,17.261,0,OHL,0.0776745,0.7025227,4.7933797,1090,1030,925,1030
HATL20,SALH20,8.662,0,OHL,0.03204652,0.34214746,2.4945916,1350,1290,1180,1290
HATL20,TODP20,16.966,0,OHL,0.06274701,0.67043946,4.8822108,1090,1030,925,1030
HATL20,WBOL20,49.195,0,OHL,0.22125058,2.01174742,13.6016397,1090,1030,920,1030
HAWP20,HAWP4A,0,0,TRANSFORMER,0.014,1.675,-1.0466,1000,1000,1000,1000
HAWP20,NORT22,27.68,0.459,COMPOSITE,0.063383,0.9818037,13.777204,910,800,720,875
HAWP20,OFFE20,9.522,0,OHL,0.042849,0.3875454,2.6442594,1090,1030,925,1030
HAWP4A,NORT40,27.45,0,OHL,0.0293715,0.45567,18.602865,2780,2570,2220,2570
HEYS40,QUER4A,9.607,0,OHL,0.02055898,0.1931007,5.3981733,1590,1500,1350,1500
HEYS40,QUER4B,9.416,0,OHL,0.02015024,0.1892616,5.2908504,1590,1500,1350,1500
HIGM20,HIGM2A,0,0,REACTOR,0.0115,1.0115,0,750,750,750,750
HIGM20,HIGM40,0,0,TRANSFORMER,0.0187,1.5729,-0.9844,1000,1000,1000,1000
HIGM20,THUR2A,52.108,0,OHL,0.547134,2.08432,14.6631912,625,590,535,590
HIGM2A,HIGM40,0,0,TRANSFORMER,0.033,2.3798,-0.34,500,500,500,500
HIGM40,HIGM4A,0,0,QB,0.001,0.3,0,2750,2550,2380,2550
HIGM40,WBUR40,14.875,0.229,COMPOSITE,0.0260428,0.279194,13.6879625,1890,1800,1700,1800
HIGM4A,RATS41,65.028,0.179,COMPOSITE,0.11322032,1.21046055,45.7343844,1890,1800,1700,1800
HINP21,HINP40,0,0,TRANSFORMER,0.036,2.439,5.9,500,500,500,500
HINP22,HINP40,0,0,TRANSFORMER,0.038,2.433,5.9,500,500,500,500
HINP40,MELK40,86.55,0,OHL,0.150597,1.60983,52.994565,2010,1910,1750,1910
HINP40,MELK40,86.56,0,OHL,0.1506144,1.610016,53.000688,2010,1910,1750,1910
HINP40,TAUN4A,26.694,0,OHL,0.04644756,0.4965084,16.3447362,2210,2130,1980,2130
HINP40,TAUN4B,26.694,0,OHL,0.04644756,0.4965084,16.3447362,2210,2130,1980,2130
HUMR40,KEAD4A,37.65,0,OHL,0.0427646,0.6681974,24.095936,2810,2700,2510,2700
HUMR40,KILL40,2.75,0,OHL,0.0033,0.052525,1.62965,2770,2770,2770,2770
HURS20,LITT2A,5.178,2.613,COMPOSITE,0.02853044,0.2707199,27.9066402,840,815,815,815
HURS20,LITT2B,5.178,2.659,COMPOSITE,0.02862244,0.2717733,28.3726202,840,815,815,815
HURS20,NEWX20,0,21.256,CABLE,0.042512,0.4867624,215.32328,890,785,705,890
HURS20,NEWX20,0,21.737,CABLE,0.043474,0.4977773,220.19581,825,825,825,825
HUTT40,QUER4A,34.455,0,OHL,0.05935968,0.6409917,21.0924207,2010,1910,1750,1910
HUTT40,QUER4B,34.455,0,OHL,0.07240698,0.6626943,20.2259493,1390,1280,1110,1280
IMPP40,MELK40,78.837,3.913,COMPOSITE,0.08713809,1.35160527,131.7211692,1420,1420,1420,1420
INDQ40,LAND41,48.88,0,OHL,0.102648,0.938496,28.74144,1390,1280,1110,1280
INDQ40,LAND42,49.55,0,OHL,0.104055,0.95136,29.1354,1390,1280,1110,1280
IROA20,MELK2A,33.94,0.38,COMPOSITE,0.184302,1.714744,11.012848,580,580,580,580
IROA20,MELK2B,33.94,0.951,COMPOSITE,0.1858437,1.7261069,15.872058,580,580,580,580
IROA20,WHSO2A,34.64,0,OHL,0.2033,1.4168,9.63,1010,955,875,955
IROA20,WHSO2B,34.64,0,OHL,0.2033,1.4168,9.63,1010,955,875,955
IRON40,LEGA4A,62.227,0,OHL,0.09707412,1.1511995,38.3442774,2400,2300,2140,2300
IRON40,PENN4A,27.81,0,OHL,0.05589792,0.5297802,16.5212379,1390,1280,1110,1280
IRON40,PENN4B,24.767,0,OHL,0.0520107,0.4755264,14.562996,1390,1280,1110,1280
IRON40,RUGE40,60.362,0,OHL,0.1125384,1.1352474,36.4528275,1390,1280,1110,1280
IRON40,SHRE4A,15,0,OHL,0.0234,0.2775,9.243,2400,2230,2060,2230
IVER21,IVER4A,0,0,TRANSFORMER,0.0178,1.5809,-0.3131,1000,1000,1000,1000
IVER21,IVER4B,0,0,TRANSFORMER,0.033,2.3798,1.2905,500,500,500,500
IVER21,NHYD2A,0,13.63,CABLE,0.059972,0.348928,91.1847,420,380,380,420
IVER21,WWEY21,25.74,0.342,COMPOSITE,0.0958194,1.0211238,11.166696,960,840,840,960
IVER22,IVER4A,0,0,TRANSFORMER,0.0336,2.3998,-0.34,500,500,500,500
IVER22,NHYD2B,0,13.63,CABLE,0.059972,0.348928,91.1847,420,380,380,420
IVER22,WATS21,14.785,0.436,COMPOSITE,0.0672737,0.6139139,8.8451145,760,760,620,760
IVER22,WATS22,14.785,0.483,COMPOSITE,0.0673536,0.6152252,9.3560045,760,760,620,760
IVER2A,IVER4B,0,0,TRANSFORMER,0.033,2.3798,-0.34,595,595,595,595
IVER2A,LALE20,17.251,0.402,COMPOSITE,0.0641704,0.6835722,13.7319194,840,665,665,840
JORD20,NORL2B,0,2.844,CABLE,0.0113728,0.0591168,20.12438,420,380,380,420
KEAD41,KEAD4A,7.95,0,OHL,0.0085065,0.13197,5.387715,3180,3000,2690,3000
KEAD41,KILL40,40.3,0,OHL,0.03946218,0.68921923,26.8641591,2520,2400,2190,2400
KEAD41,WBUR40,28.267,0,OHL,0.03024569,0.4692322,19.1565459,3420,3274,3025,3274
KEAD42,KEAD4B,7.95,0,OHL,0.0085065,0.13197,5.387715,2770,2770,2660,2770
KEAD42,KEAD4C,0,0,QB,0.001,0.3,0,2750,2750,2750,2750
KEAD42,KEAD4D,0,0,QB,0.001,0.3,0,2750,2550,2380,2550
KEAD4B,KILL40,34.9,0,OHL,0.0394646,0.6168637,22.424277,2520,2400,2190,2400
KEAR20,KEAR40,0,0,TRANSFORMER,0.018,1.608,-0.251,1000,1000,1000,1000
KEAR20,KEAR40,0,0,TRANSFORMER,0.0117,1.6,-0.5606,1000,1000,1000,1000
KEAR20,WHGA20,14.604,0.129,COMPOSITE,0.0659373,0.5979819,5.4577608,830,665,665,830
KEAR20,WHGA20,14.604,0.241,COMPOSITE,0.0661277,0.6011067,6.6752008,835,665,665,835
KEAR40,PADI40,39.135,0,OHL,0.05739538,0.6964874,24.9897609,2170,2090,1940,2090
KEAR4A,PEWO40,43.51,0,OHL,0.0757,0.8093,26.64,2210,2130,1980,2130
KEMS40,LITT4A,38.014,0,OHL,0.06551672,0.714300622,22.9778772,1930,1830,1670,1830
KEMS40,LITT4B,37.787,0,OHL,0.06527383,0.710532422,22.8240393,1930,1830,1670,1830
KIBY21,LISD20,0,8.774,CABLE,0.0205816,0.1872734,80.84158,760,760,620,760
KIBY21,LISD20,0,8.774,CABLE,0.0210576,0.1851314,79.58018,760,620,620,760
KIBY21,RAIN20,10.895,0,OHL,0.0246227,0.3824145,3.4896685,1130,1080,1000,1080
KIBY21,WASF2B,10.977,0,OHL,0.0406149,0.4313961,3.1767438,1520,1460,1360,1460
KIBY22,RAIN20,10.895,0,OHL,0.0246227,0.3824145,3.4896685,1420,1340,1260,1340
KIBY22,WASF2A,10.945,0,OHL,0.0404965,0.4301385,3.167483,1520,1460,1360,1460
KILL40,SHBA40,16.346,0,OHL,0.01730529,0.28774243,10.5973302,2470,2350,2150,2350
KINO41,SING40,17.74,0,OHL,0.0189818,0.294484,12.022398,2780,2570,2220,2570
KINO42,NFLE40,23.7,0,OHL,0.0277744,0.3992727,15.8761545,2780,2570,2220,2570
KINO42,TILB4A,15.719,1.835,COMPOSITE,0.01810383,0.2811204,47.3527663,2000,1950,1950,2000
KIRK2A,KIRK20,0,0,QB,0.001,0.9802,0,760,760,760,760
KIRK2A,SKLG20,0,8.608,CABLE,0.0146336,0.2401632,93.56896,760,760,620,760
KITW20,OCKH20,13.417,0.222,COMPOSITE,0.0607539,0.5522657,6.1390409,770,620,620,770
KITW20,OLDB20,7.715,0.597,COMPOSITE,0.0357324,0.3306568,8.6318455,665,665,665,665
KNAR20,MONF21,37,0.141,COMPOSITE,0.2730801,1.7166777,10.4264568,460,460,410,410
KNAR20,POPP20,47.158,0,OHL,0.3382575,2.2031995,11.6643282,550,515,445,515
LACK20,LACK40,0,0,TRANSFORMER,0.017,1.6,-0.46,1000,1000,1000,1000
LACK20,TODP20,5.967,0,OHL,0.02690012,0.2448017,1.6431792,1090,1030,925,1030
LACK2A,LACK40,0,0,TRANSFORMER,0.0173,1.6009,-0.3181,1000,1000,1000,1000
LACK2B,LACK40,0,0,TRANSFORMER,0.012,1.6,-0.46,1000,1000,1000,1000
LACK2C,LACK40,0,0,TRANSFORMER,0.0174,1.5981,-0.3613,1100,1100,1100,1100
LACK40,NORT40,21.386,0.25,COMPOSITE,0.038634,0.4096242,17.26821,1590,1460,1320,1460
LACK40,THTO41,94.84,5.7,COMPOSITE,0.1050388,1.622674,268.650668,2420,2420,2030,2030
LACK40,THTO42,94.84,5.7,COMPOSITE,0.1050388,1.622674,268.650668,2420,2420,2030,2030
LALE20,WWEY2A,8.418,0.12,COMPOSITE,0.0313506,0.3341754,3.7405692,750,750,750,750
LAND41,LANG40,21.47,0,OHL,0.045087,0.412224,12.62436,1390,1280,1110,1280
LAND42,LANG40,21,0,OHL,0.0441,0.4032,12.348,1390,1280,1110,1280
LEGA40,TREU4A,12.148,0,OHL,0.0139702,0.21829956,7.689684,2860,2720,2490,2720
LEGA40,TREU4B,12.148,0,OHL,0.0139702,0.21829956,7.689684,2860,2720,2490,2720
LEGA4A,LEGA40,0,0,QB,0.001,0.35,0,2000,2000,2000,2000
LEGA4B,LEGA40,0,0,QB,0.001,0.35,0,2000,2000,2000,2000
LEGA4B,SHRE4A,47.227,0,OHL,0.07367412,0.8736995,29.1012774,2400,2300,2140,2300
LEIB4A,SUND42,14.78,0,OHL,0.0158146,0.245348,10.016406,2780,2570,2220,2570
LEIB4B,SUND41,14.78,0,OHL,0.0158146,0.245348,10.016406,2780,2570,2220,2570
LISD20,LISD2A,0,0,REACTOR,0.005,1.387,0,750,750,750,750
LITT11,LITT13,0,0,REACTOR,0.244,20,0,90,90,90,90
LITT2A,LITT40,0,0,TRANSFORMER,0.0246,2.5959,-0.5268,865,865,825,855
LITT2B,LITT40,0,0,TRANSFORMER,0.0321,2.6198,-0.5495,865,865,825,860
LITT2C,LITT40,0,0,TRANSFORMER,0.032,2.607,-0.4061,750,750,750,750
LITT2C,WTHU2A,2.889,1.853,COMPOSITE,0.01489072,0.14324005,37.7557451,762,691,633,762
LITT2D,LITT40,0,0,TRANSFORMER,0.0313,2.6451,-0.3273,750,750,750,750
LITT2D,WTHU2B,2.889,2.114,COMPOSITE,0.01531682,0.15015345,40.8244751,762,691,633,762
LITT40,LITT4A,8.146,0,OHL,0.01713028,0.1567175,4.78034,1390,1280,1110,1280
LITT40,LITT4B,8.175,0,OHL,0.01719118,0.1572743,4.797392,1390,1280,1110,1280
LITT4A,ROWD40,27.05,0,OHL,0.05683788,0.5199948,15.8868018,1590,1500,1340,1500
LITT4B,ROWD40,27.025,0,OHL,0.05678538,0.5195148,15.8721018,1590,1500,1340,1500
LOVE40,NURS40,36.424,0,OHL,0.03897368,0.6046384,24.6845448,2780,2570,2220,2570
LOVE40,NURS4A,36.724,0,OHL,0.03929468,0.6096184,24.8878548,2780,2570,2220,2570
MACC20,MACC40,0,0,TRANSFORMER,0.018,1.6146,-0.2704,750,750,750,750
MAGA20,PYLE20,6.23,0.177,COMPOSITE,0.0283359,0.2584993,3.654061,845,665,665,845
MANN40,NURS4A,39.68,0,OHL,0.0424576,0.658688,26.891136,2780,2570,2220,2570
MELK2A,MELK40,0,0,TRANSFORMER,0.0176,1.599,-0.8078,580,580,580,580
MELK2B,MELK40,0,0,TRANSFORMER,0.021,1.691,-2.0067,750,750,750,750
MELK40,MITY40,28.047,0,OHL,0.04880178,0.5216742,17.1731781,2110,2020,1870,2020
MELK40,MITY40,28.047,0,OHL,0.04880178,0.5216742,17.1731781,2110,2020,1870,2020
MELK40,SEAB40,53.486,0,OHL,0.05785078,0.89906088,35.907491,2520,2400,2190,2400
MILH1M,SJOW11,0,14,CABLE,0.473,1.151,28.88,136,136,123,123
MILH1N,SJOW12,0,14,CABLE,0.492,0.811,30.15,136,136,123,123
MONF21,MONF40,0,0,TRANSFORMER,0.0181,1.6417,-0.3342,1100,1100,1100,1100
MONF21,MONF4A,0,0,TRANSFORMER,0.02,1.6,-0.57,1000,1000,1000,1000
MONF22,MONF40,0,0,TRANSFORMER,0.0179,1.6417,-0.35,1100,1100,1100,1100
MONF22,POPP20,40.158,0,OHL,0.3733569,1.7038713,10.806075,550,515,445,515
MONF40,PADI40,87.283,0,OHL,0.09877696,1.5029065,57.3821971,2520,2400,2190,2400
NEEP20,NEEP4A,0,0,TRANSFORMER,0.022,1.654,-1.1178,750,750,750,750
NEEP20,PITS20,0.87,3.975,COMPOSITE,0.0177674,0.1322144,30.073379,420,380,380,380
NEEP20,SHEC20,0.87,4.428,COMPOSITE,0.0206916,0.1443872,32.436349,420,380,380,380
NEEP4A,STSB40,12.8,0,OHL,0.027392,0.25088,7.3664,840,750,720,750
NEWX20,WIMB20,0,13.479,CABLE,0.026958,0.3086691,136.54227,810,660,660,810
NEWX20,WIMB20,0,13.479,CABLE,0.026958,0.3086691,136.54227,820,815,815,820
NFLE40,SING40,5.96,0,OHL,0.0087926,0.1047887,3.8537565,2780,2570,2220,2570
NORL2A,SHEC20,0,4.372,CABLE,0.0192368,0.1119232,29.24868,420,380,380,420
NORL2B,PITS20,0,10.751,CABLE,0.0464013,0.274733,72.55636,420,380,340,420
NORT21,NORT40,0,0,TRANSFORMER,0.0117,1.592,-0.5656,1000,1000,1000,1000
NORT21,SALH20,12.38,0,OHL,0.0456822,0.496438,3.50354,1380,1310,1200,1310
NORT21,SPEN22,21.138,0,OHL,0.12408006,0.8645442,5.8784778,1010,955,875,955
NORT22,NORT40,0,0,TRANSFORMER,0.0172,1.5079,4.57,1000,1000,1000,1000
NORT22,SPEN21,21.03,0,OHL,0.1234461,0.860127,5.848443,1010,955,875,955
NORT40,OSBA41,84.08,0,OHL,0.1043352,1.511288,53.180864,2010,1910,1750,1910
NORT40,OSBA42,84.08,0,OHL,0.1043352,1.511288,53.180864,2010,1910,1750,1910
NORW40,SIZE40,104.25,0.165,COMPOSITE,0.1775322,1.947825,66.821577,1590,1470,1350,1500
NORW40,WALP40,79.163,0,OHL,0.16940882,1.5911763,44.4816897,1390,1280,1110,1280
NORW40,WALP40,79.163,0,OHL,0.16940882,1.5911763,44.4816897,1390,1280,1110,1280
OCKH20,OCKH2A,0,0,QB,0.001,0.683,0,760,760,760,760
OCKH20,WIEN2A,4.621,0.283,COMPOSITE,0.0213039,0.1943856,4.3113517,670,600,600,670
OCKH2A,WIEN2B,4.261,0,OHL,0.0191745,0.1734227,1.1832797,955,885,760,885
OFFE20,WBOL20,8.319,0,OHL,0.0374355,0.3385833,2.3101863,1090,1030,925,1030
OLDB20,OLDB4A,0,0,TRANSFORMER,0.017,1.6109,-0.2371,1000,1000,1000,1000
OSBA41,THTO41,16.87,0,OHL,0.0180509,0.280042,11.432799,2780,2570,2220,2570
OSBA42,THTO42,16.87,0,OHL,0.0180509,0.280042,11.432799,2010,1910,1750,1910
PADI40,PEWO40,37.475,0,OHL,0.05445388,0.6655718,23.9746029,2170,2090,1940,2090
PELH40,RYEH40,23.402,0,OHL,0.02504014,0.3884732,15.8595354,2780,2570,2220,2570
PELH40,RYEH4A,22.967,0,OHL,0.02457469,0.3812522,15.5647359,2530,2530,2220,2530
PELH40,SIZE40,111.67,0,OHL,0.1194869,1.853722,75.678759,2780,2570,2220,2570
PELH40,SUND42,44.876,0,OHL,0.04801732,0.7449416,30.4124652,2780,2570,2220,2570
PELH40,WYMO40,26.848,0,OHL,0.02872736,0.4456768,18.1948896,2780,2570,2220,2570
PEMB40,SWAN40,84.58,0,OHL,0.0905006,1.404028,57.319866,2770,2770,2220,2770
PEMB40,WALH40,217.704,2.54,COMPOSITE,0.23502793,3.6516129,189.2335728,1100,1100,900,1100
PENN20,PENN4A,0,0,TRANSFORMER,0.0132,1.6749,-0.9242,1000,1000,1000,1000
PENN20,PENN4B,0,0,TRANSFORMER,0.0148,1.5999,-0.463,1000,1000,1000,1000
PENT40,WYLF40,35.216,0,OHL,0.03768112,0.5845856,23.8658832,2780,2570,2220,2570
PENT40,WYLF40,35.216,0,OHL,0.03768112,0.5845856,23.8658832,2780,2570,2220,2570
PENT40,YWER4A,35.776,0.165,COMPOSITE,0.04592528,0.6714367,24.5114564,1160,1000,1000,1160
PEWO21,PEWO2B,0.5,0,OHL,0.00185,0.01965,0.1447,1380,1310,1200,1310
PEWO22,PEWO2A,0,0.3,CABLE,0.0003,0.00387,5.91,1130,1130,1130,1130
