"Node 1","Node 2","R (% on 100 MVA)","X (% on 100 MVA)","B (% on 100 MVA)","Rating (MVA)"
WTHU2A,WTHU30,0.6276,29.6734,-0.173,75
WTHU2B,WTHU30,0.6276,29.6734,-0.173,75
WWEY11,WWEY21,0.122,8.462,-0.3737,240
WWEY11,WWEY22,0.118,8.45,-0.3785,240
WWEY12,WWEY21,0.31,13.208,-2.1565,115
WWEY12,WWEY21,0.304,13.091,-2.2109,115
WWEY1M,WWEY21,0.192,8.111,-0.5313,180
WWEY1N,WWEY21,0.1944,8.0866,-0.624,180
WYLF10,WYLF40,0.1373,7.8738,-0.317,220
WYLF10,WYLF40,0.1619,8.3193,-1.6307,240
WYLF10,WYLF40,0.1224,8.3533,-0.2671,240
WYLF1M,WYLF40,0.1372,7.9155,-0.3173,220
WYMO10,WYMO40,0.162,8.148,-0.7914,240
WYMO10,WYMO40,0.163,8.332,-0.8012,240
USKM11,USKM20,0.1354,8.3322,-0.251,240
USKM11,USKM2A,0.375,11.611,0,120
USKM12,USKM20,0.1354,8.3322,-0.251,240
USKM12,USKM20,0.1354,8.3322,-0.251,240
